Table with column headers in row 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012 Poverty and Median Household Income Estimates - Counties, States, and National                             Source:  U.S. Census Bureau, Small Area Income and Poverty Estimates (SAIPE) Program      Release date:  December 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Under Age 18",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Under Age 18",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Ages 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Ages 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Ages 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Ages 0-4",90% CI Lower Bound,90% CI Upper Bound
34,015,NJ,Gloucester County,"24,404","21,189","27,619",8.6,7.5,9.7,"7,002","5,725","8,279",10.4,8.5,12.3,"4,786","3,859","5,713",9.4,7.6,11.2,"72,248","69,467","75,029",.,.,.,.,.,.
34,017,NJ,Hudson County,"107,096","98,399","115,793",16.6,15.2,18.0,"34,422","30,825","38,019",26.1,23.4,28.8,"25,241","22,660","27,822",28.6,25.7,31.5,"56,087","53,891","58,283",.,.,.,.,.,.
34,019,NJ,Hunterdon County,"5,664","4,563","6,765",4.6,3.7,5.5,"1,247",984,"1,510",4.5,3.6,5.4,845,663,"1,027",3.7,2.9,4.5,"103,301","97,167","109,435",.,.,.,.,.,.
34,021,NJ,Mercer County,"36,894","32,445","41,343",10.5,9.2,11.8,"11,785","10,053","13,517",14.6,12.5,16.7,"7,849","6,579","9,119",13.2,11.1,15.3,"67,662","64,681","70,643",.,.,.,.,.,.
34,023,NJ,Middlesex County,"77,061","69,913","84,209",9.6,8.7,10.5,"23,676","20,919","26,433",13.0,11.5,14.5,"16,340","14,317","18,363",12.3,10.8,13.8,"77,044","75,173","78,915",.,.,.,.,.,.
34,025,NJ,Monmouth County,"45,472","40,089","50,855",7.3,6.4,8.2,"13,852","11,751","15,953",9.7,8.2,11.2,"9,371","7,898","10,844",8.4,7.1,9.7,"81,190","79,537","82,843",.,.,.,.,.,.
34,027,NJ,Morris County,"23,017","19,337","26,697",4.7,3.9,5.5,"6,089","4,872","7,306",5.4,4.3,6.5,"4,315","3,441","5,189",4.9,3.9,5.9,"95,236","91,748","98,724",.,.,.,.,.,.
34,029,NJ,Ocean County,"62,772","56,479","69,065",11.0,9.9,12.1,"24,796","21,481","28,111",18.6,16.1,21.1,"15,056","12,680","17,432",15.8,13.3,18.3,"59,022","56,984","61,060",.,.,.,.,.,.
34,031,NJ,Passaic County,"76,698","69,589","83,807",15.6,14.2,17.0,"28,191","24,948","31,434",23.2,20.5,25.9,"18,714","16,343","21,085",21.4,18.7,24.1,"58,073","56,126","60,020",.,.,.,.,.,.
34,033,NJ,Salem County,"7,235","6,004","8,466",11.2,9.3,13.1,"2,455","1,955","2,955",16.7,13.3,20.1,"1,696","1,336","2,056",15.6,12.3,18.9,"57,939","54,489","61,389",.,.,.,.,.,.
34,035,NJ,Somerset County,"19,644","16,802","22,486",6.1,5.2,7.0,"5,682","4,720","6,644",7.3,6.1,8.5,"3,825","3,147","4,503",6.4,5.3,7.5,"95,574","91,404","99,744",.,.,.,.,.,.
34,037,NJ,Sussex County,"9,018","7,450","10,586",6.2,5.1,7.3,"2,369","1,912","2,826",7.2,5.8,8.6,"1,584","1,261","1,907",6.2,4.9,7.5,"85,036","81,200","88,872",.,.,.,.,.,.
34,039,NJ,Union County,"58,609","52,693","64,525",10.9,9.8,12.0,"20,718","18,194","23,242",16.0,14.0,18.0,"13,628","11,634","15,622",14.4,12.3,16.5,"64,698","61,444","67,952",.,.,.,.,.,.
34,041,NJ,Warren County,"7,285","5,844","8,726",6.9,5.5,8.3,"2,259","1,774","2,744",9.4,7.4,11.4,"1,535","1,184","1,886",8.3,6.4,10.2,"70,560","67,575","73,545",.,.,.,.,.,.
35,000,NM,New Mexico,"421,123","411,829","430,417",20.6,20.1,21.1,"146,710","141,848","151,572",28.9,27.9,29.9,"98,654","94,470","102,838",27.0,25.9,28.1,"42,828","41,985","43,671","46,398","43,975","48,821",32.9,31.2,34.6
35,001,NM,Bernalillo County,"119,527","111,804","127,250",18.0,16.8,19.2,"38,387","34,649","42,125",24.6,22.2,27.0,"25,757","22,916","28,598",23.0,20.5,25.5,"46,200","44,461","47,939",.,.,.,.,.,.
35,003,NM,Catron County,883,693,"1,073",24.3,19.1,29.5,211,161,261,41.9,32.0,51.8,144,108,180,38.6,28.9,48.3,"30,257","27,313","33,201",.,.,.,.,.,.
35,005,NM,Chaves County,"13,897","11,693","16,101",21.7,18.3,25.1,"5,405","4,342","6,468",30.2,24.3,36.1,"3,823","3,050","4,596",30.0,23.9,36.1,"38,008","35,157","40,859",.,.,.,.,.,.
35,006,NM,Cibola County,"7,160","5,862","8,458",28.8,23.6,34.0,"2,525","2,044","3,006",37.8,30.6,45.0,"1,693","1,339","2,047",35.6,28.1,43.1,"34,783","31,498","38,068",.,.,.,.,.,.
35,007,NM,Colfax County,"2,373","1,896","2,850",18.6,14.9,22.3,741,565,917,28.9,22.0,35.8,494,371,617,26.3,19.7,32.9,"36,620","33,202","40,038",.,.,.,.,.,.
35,009,NM,Curry County,"8,837","7,181","10,493",18.1,14.7,21.5,"3,771","2,982","4,560",27.5,21.7,33.3,"2,509","1,951","3,067",26.7,20.8,32.6,"39,472","36,266","42,678",.,.,.,.,.,.
35,011,NM,DeBaca County,422,334,510,22.0,17.4,26.6,140,107,173,34.6,26.4,42.8,97,73,121,34.3,25.8,42.8,"30,895","28,082","33,708",.,.,.,.,.,.
35,013,NM,Dona Ana County,"55,752","50,222","61,282",26.6,24.0,29.2,"21,888","19,363","24,413",39.2,34.7,43.7,"14,661","12,731","16,591",36.9,32.0,41.8,"37,230","35,078","39,382",.,.,.,.,.,.
35,015,NM,Eddy County,"8,349","6,799","9,899",15.5,12.6,18.4,"2,982","2,331","3,633",21.7,17.0,26.4,"1,992","1,528","2,456",19.9,15.3,24.5,"48,001","44,068","51,934",.,.,.,.,.,.
35,017,NM,Grant County,"6,455","5,268","7,642",22.4,18.3,26.5,"2,067","1,648","2,486",33.7,26.9,40.5,"1,407","1,114","1,700",31.8,25.2,38.4,"35,842","32,843","38,841",.,.,.,.,.,.
35,019,NM,Guadalupe County,"1,035",801,"1,269",25.6,19.8,31.4,309,238,380,32.9,25.3,40.5,214,162,266,30.3,23.0,37.6,"29,659","26,820","32,498",.,.,.,.,.,.
35,021,NM,Harding County,117,91,143,16.6,12.9,20.3,32,25,39,27.6,21.2,34.0,22,17,27,27.5,20.7,34.3,"35,249","31,891","38,607",.,.,.,.,.,.
35,023,NM,Hidalgo County,"1,109",853,"1,365",23.5,18.1,28.9,409,311,507,35.5,27.0,44.0,279,209,349,33.5,25.1,41.9,"33,230","30,972","35,488",.,.,.,.,.,.
35,025,NM,Lea County,"9,875","8,068","11,682",15.4,12.6,18.2,"4,104","3,244","4,964",21.2,16.8,25.6,"2,682","2,062","3,302",19.9,15.3,24.5,"48,028","43,995","52,061",.,.,.,.,.,.
35,027,NM,Lincoln County,"3,962","3,212","4,712",19.7,16.0,23.4,"1,293","1,022","1,564",34.9,27.6,42.2,868,680,"1,056",32.7,25.6,39.8,"38,896","35,505","42,287",.,.,.,.,.,.
35,028,NM,Los Alamos County,648,504,792,3.6,2.8,4.4,168,128,208,4.0,3.1,4.9,109,82,136,3.4,2.6,4.2,"112,115","103,109","121,121",.,.,.,.,.,.
35,029,NM,Luna County,"6,688","5,328","8,048",27.3,21.7,32.9,"2,836","2,172","3,500",43.1,33.0,53.2,"1,960","1,481","2,439",41.9,31.7,52.1,"27,852","25,629","30,075",.,.,.,.,.,.
35,031,NM,McKinley County,"27,296","25,011","29,581",37.7,34.5,40.9,"10,233","9,034","11,432",45.2,39.9,50.5,"6,992","5,996","7,988",43.8,37.6,50.0,"29,821","27,962","31,680",.,.,.,.,.,.
35,033,NM,Mora County,"1,206",937,"1,475",25.7,20.0,31.4,326,248,404,35.7,27.2,44.2,219,165,273,30.2,22.7,37.7,"26,455","23,727","29,183",.,.,.,.,.,.
35,035,NM,Otero County,"15,441","13,411","17,471",24.3,21.1,27.5,"5,845","4,943","6,747",36.4,30.8,42.0,"3,980","3,323","4,637",35.7,29.8,41.6,"38,764","35,439","42,089",.,.,.,.,.,.
35,037,NM,Quay County,"2,091","1,652","2,530",24.0,19.0,29.0,670,516,824,36.5,28.1,44.9,459,348,570,34.4,26.1,42.7,"30,557","27,740","33,374",.,.,.,.,.,.
35,039,NM,Rio Arriba County,"8,806","7,358","10,254",22.0,18.4,25.6,"2,860","2,321","3,399",29.7,24.1,35.3,"1,909","1,516","2,302",27.7,22.0,33.4,"36,900","33,887","39,913",.,.,.,.,.,.
35,041,NM,Roosevelt County,"4,293","3,480","5,106",22.3,18.1,26.5,"1,528","1,179","1,877",28.5,22.0,35.0,"1,046",797,"1,295",27.9,21.2,34.6,"34,781","31,861","37,701",.,.,.,.,.,.
35,043,NM,Sandoval County,"18,502","16,131","20,873",13.7,11.9,15.5,"5,853","4,724","6,982",17.2,13.9,20.5,"3,842","3,031","4,653",15.0,11.8,18.2,"57,376","54,561","60,191",.,.,.,.,.,.
35,045,NM,San Juan County,"25,802","22,980","28,624",20.3,18.1,22.5,"9,865","8,376","11,354",27.5,23.3,31.7,"6,742","5,591","7,893",26.1,21.6,30.6,"45,901","43,841","47,961",.,.,.,.,.,.
35,047,NM,San Miguel County,"7,912","6,627","9,197",28.4,23.8,33.0,"2,141","1,667","2,615",35.7,27.8,43.6,"1,426","1,087","1,765",32.6,24.9,40.3,"31,285","28,220","34,350",.,.,.,.,.,.
35,049,NM,Santa Fe County,"24,714","21,927","27,501",17.2,15.3,19.1,"7,357","6,205","8,509",25.0,21.1,28.9,"4,721","3,863","5,579",21.7,17.7,25.7,"50,716","48,815","52,617",.,.,.,.,.,.
35,051,NM,Sierra County,"3,088","2,450","3,726",26.6,21.1,32.1,818,630,"1,006",42.5,32.7,52.3,558,423,693,40.4,30.6,50.2,"28,029","25,533","30,525",.,.,.,.,.,.
35,053,NM,Socorro County,"4,782","3,837","5,727",28.1,22.5,33.7,"1,659","1,275","2,043",40.4,31.1,49.7,"1,123",851,"1,395",37.8,28.6,47.0,"32,809","30,183","35,435",.,.,.,.,.,.
35,055,NM,Taos County,"8,230","6,971","9,489",25.3,21.4,29.2,"2,456","2,033","2,879",38.1,31.5,44.7,"1,573","1,251","1,895",33.3,26.5,40.1,"29,637","27,442","31,832",.,.,.,.,.,.
35,057,NM,Torrance County,"4,477","3,641","5,313",29.1,23.7,34.5,"1,436","1,143","1,729",40.0,31.8,48.2,"1,006",798,"1,214",36.6,29.0,44.2,"32,952","30,019","35,885",.,.,.,.,.,.
35,059,NM,Union County,768,610,926,20.4,16.2,24.6,220,168,272,26.9,20.5,33.3,151,114,188,25.2,19.0,31.4,"33,570","30,276","36,864",.,.,.,.,.,.
35,061,NM,Valencia County,"16,628","14,575","18,681",22.2,19.5,24.9,"6,176","5,223","7,129",32.0,27.1,36.9,"4,196","3,507","4,885",29.6,24.7,34.5,"40,159","36,900","43,418",.,.,.,.,.,.
36,000,NY,New York,"3,040,207","3,009,308","3,071,106",15.9,15.7,16.1,"968,025","951,475","984,575",23.0,22.6,23.4,"658,627","644,269","672,985",21.7,21.2,22.2,"56,357","55,989","56,725","295,328","287,185","303,471",25.8,25.1,26.5
36,001,NY,Albany County,"40,180","36,776","43,584",13.8,12.6,15.0,"9,644","8,027","11,261",16.7,13.9,19.5,"6,716","5,569","7,863",15.7,13.0,18.4,"57,951","55,661","60,241",.,.,.,.,.,.
36,003,NY,Allegany County,"8,011","6,777","9,245",18.3,15.5,21.1,"2,687","2,229","3,145",27.0,22.4,31.6,"1,760","1,414","2,106",23.9,19.2,28.6,"41,623","38,916","44,330",.,.,.,.,.,.
36,005,NY,Bronx County,"422,828","405,941","439,715",30.8,29.6,32.0,"158,899","151,170","166,628",44.0,41.9,46.1,"111,215","105,382","117,048",43.5,41.2,45.8,"32,510","31,621","33,399",.,.,.,.,.,.
36,007,NY,Broome County,"32,534","29,070","35,998",17.3,15.5,19.1,"9,313","7,861","10,765",24.4,20.6,28.2,"6,024","4,925","7,123",21.4,17.5,25.3,"44,709","42,746","46,672",.,.,.,.,.,.
36,009,NY,Cattaraugus County,"13,915","12,103","15,727",18.1,15.7,20.5,"5,093","4,312","5,874",28.6,24.2,33.0,"3,321","2,752","3,890",25.5,21.1,29.9,"42,822","40,558","45,086",.,.,.,.,.,.
36,011,NY,Cayuga County,"9,741","8,104","11,378",12.9,10.7,15.1,"3,298","2,645","3,951",20.3,16.3,24.3,"2,248","1,787","2,709",18.8,14.9,22.7,"49,412","47,673","51,151",.,.,.,.,.,.
36,013,NY,Chautauqua County,"26,866","24,159","29,573",21.0,18.9,23.1,"9,170","8,114","10,226",33.0,29.2,36.8,"6,000","5,240","6,760",29.3,25.6,33.0,"41,194","39,745","42,643",.,.,.,.,.,.
36,015,NY,Chemung County,"12,900","10,957","14,843",15.4,13.1,17.7,"4,465","3,603","5,327",23.2,18.7,27.7,"3,161","2,546","3,776",22.6,18.2,27.0,"45,193","41,751","48,635",.,.,.,.,.,.
36,017,NY,Chenango County,"7,505","6,184","8,826",15.3,12.6,18.0,"2,615","2,087","3,143",24.6,19.6,29.6,"1,848","1,479","2,217",23.2,18.6,27.8,"42,747","39,629","45,865",.,.,.,.,.,.
36,019,NY,Clinton County,"10,992","9,252","12,732",14.7,12.4,17.0,"3,026","2,450","3,602",20.3,16.4,24.2,"1,993","1,570","2,416",18.2,14.3,22.1,"49,198","46,130","52,266",.,.,.,.,.,.
36,021,NY,Columbia County,"7,907","6,786","9,028",13.0,11.2,14.8,"2,357","1,941","2,773",20.1,16.6,23.6,"1,531","1,237","1,825",17.1,13.8,20.4,"52,891","48,887","56,895",.,.,.,.,.,.
36,023,NY,Cortland County,"6,950","5,613","8,287",15.2,12.3,18.1,"2,096","1,653","2,539",21.5,16.9,26.1,"1,387","1,070","1,704",19.5,15.0,24.0,"45,781","43,374","48,188",.,.,.,.,.,.
36,025,NY,Delaware County,"7,041","5,764","8,318",15.6,12.8,18.4,"2,132","1,688","2,576",24.1,19.1,29.1,"1,432","1,118","1,746",22.6,17.6,27.6,"41,195","38,823","43,567",.,.,.,.,.,.
36,027,NY,Dutchess County,"27,335","23,608","31,062",9.8,8.5,11.1,"7,485","6,074","8,896",12.1,9.8,14.4,"4,903","3,925","5,881",10.4,8.3,12.5,"66,677","64,585","68,769",.,.,.,.,.,.
36,029,NY,Erie County,"125,562","116,681","134,443",14.1,13.1,15.1,"38,837","34,932","42,742",20.3,18.3,22.3,"26,719","23,896","29,542",18.8,16.8,20.8,"50,370","49,331","51,409",.,.,.,.,.,.
36,031,NY,Essex County,"5,196","4,349","6,043",14.2,11.9,16.5,"1,421","1,140","1,702",20.4,16.4,24.4,945,740,"1,150",18.5,14.5,22.5,"45,676","42,396","48,956",.,.,.,.,.,.
36,033,NY,Franklin County,"8,446","7,023","9,869",18.5,15.4,21.6,"2,600","2,121","3,079",25.6,20.9,30.3,"1,751","1,402","2,100",23.6,18.9,28.3,"44,697","42,583","46,811",.,.,.,.,.,.
36,035,NY,Fulton County,"8,094","6,695","9,493",15.1,12.5,17.7,"2,673","2,098","3,248",23.4,18.4,28.4,"1,759","1,360","2,158",20.7,16.0,25.4,"43,918","40,732","47,104",.,.,.,.,.,.
36,037,NY,Genesee County,"6,534","5,385","7,683",11.3,9.3,13.3,"2,000","1,579","2,421",15.9,12.5,19.3,"1,384","1,091","1,677",14.9,11.7,18.1,"50,476","47,453","53,499",.,.,.,.,.,.
36,039,NY,Greene County,"6,684","5,424","7,944",14.7,11.9,17.5,"1,732","1,353","2,111",20.0,15.6,24.4,"1,208",939,"1,477",18.8,14.6,23.0,"45,773","42,435","49,111",.,.,.,.,.,.
36,041,NY,Hamilton County,490,387,593,10.3,8.1,12.5,123,96,150,16.9,13.1,20.7,80,62,98,13.6,10.5,16.7,"44,957","41,272","48,642",.,.,.,.,.,.
36,043,NY,Herkimer County,"8,345","6,900","9,790",13.2,10.9,15.5,"2,626","2,065","3,187",19.4,15.3,23.5,"1,821","1,392","2,250",18.0,13.8,22.2,"45,137","43,029","47,245",.,.,.,.,.,.
36,045,NY,Jefferson County,"17,454","14,906","20,002",15.3,13.1,17.5,"7,012","5,700","8,324",23.8,19.3,28.3,"4,797","3,800","5,794",24.9,19.7,30.1,"46,008","43,690","48,326",.,.,.,.,.,.
36,047,NY,Kings County,"615,319","592,773","637,865",24.2,23.3,25.1,"206,071","195,924","216,218",34.5,32.8,36.2,"138,276","130,059","146,493",33.7,31.7,35.7,"44,850","43,948","45,752",.,.,.,.,.,.
36,049,NY,Lewis County,"3,658","2,955","4,361",13.6,11.0,16.2,"1,321","1,032","1,610",20.9,16.3,25.5,889,684,"1,094",19.2,14.8,23.6,"46,952","43,554","50,350",.,.,.,.,.,.
36,051,NY,Livingston County,"7,747","6,415","9,079",13.1,10.8,15.4,"2,029","1,627","2,431",16.5,13.2,19.8,"1,370","1,087","1,653",14.8,11.8,17.8,"52,549","50,117","54,981",.,.,.,.,.,.
36,053,NY,Madison County,"8,907","7,540","10,274",13.2,11.2,15.2,"2,674","2,179","3,169",18.1,14.8,21.4,"1,730","1,382","2,078",15.4,12.3,18.5,"48,220","45,392","51,048",.,.,.,.,.,.
36,055,NY,Monroe County,"107,493","101,076","113,910",14.8,13.9,15.7,"35,250","32,382","38,118",21.8,20.0,23.6,"23,034","20,768","25,300",19.4,17.5,21.3,"50,811","49,467","52,155",.,.,.,.,.,.
36,057,NY,Montgomery County,"9,626","8,396","10,856",19.6,17.1,22.1,"3,443","2,890","3,996",30.8,25.9,35.7,"2,264","1,864","2,664",27.8,22.9,32.7,"41,034","39,119","42,949",.,.,.,.,.,.
36,059,NY,Nassau County,"91,232","80,912","101,552",6.9,6.1,7.7,"27,941","24,005","31,877",9.3,8.0,10.6,"19,938","16,928","22,948",8.8,7.5,10.1,"92,543","90,524","94,562",.,.,.,.,.,.
36,061,NY,New York County,"278,736","263,311","294,161",17.8,16.8,18.8,"62,744","56,184","69,304",26.5,23.7,29.3,"43,390","38,323","48,457",28.0,24.7,31.3,"66,739","65,291","68,187",.,.,.,.,.,.
36,063,NY,Niagara County,"30,995","27,653","34,337",14.7,13.1,16.3,"10,110","8,802","11,418",22.9,19.9,25.9,"6,589","5,648","7,530",20.1,17.2,23.0,"47,548","44,785","50,311",.,.,.,.,.,.
36,065,NY,Oneida County,"36,510","33,203","39,817",16.5,15.0,18.0,"12,699","11,276","14,122",25.9,23.0,28.8,"8,683","7,578","9,788",24.1,21.0,27.2,"45,973","43,738","48,208",.,.,.,.,.,.
36,067,NY,Onondaga County,"67,790","62,702","72,878",15.0,13.9,16.1,"22,251","19,797","24,705",21.7,19.3,24.1,"14,566","12,821","16,311",19.3,17.0,21.6,"52,362","50,999","53,725",.,.,.,.,.,.
36,069,NY,Ontario County,"11,890","10,277","13,503",11.3,9.8,12.8,"3,327","2,743","3,911",14.4,11.9,16.9,"2,337","1,917","2,757",13.3,10.9,15.7,"52,774","50,435","55,113",.,.,.,.,.,.
36,071,NY,Orange County,"45,378","40,804","49,952",12.5,11.2,13.8,"18,647","16,122","21,172",19.1,16.5,21.7,"12,095","10,156","14,034",16.7,14.0,19.4,"65,761","63,146","68,376",.,.,.,.,.,.
36,073,NY,Orleans County,"6,353","5,351","7,355",15.9,13.4,18.4,"2,053","1,683","2,423",23.3,19.1,27.5,"1,410","1,151","1,669",21.4,17.5,25.3,"45,329","42,091","48,567",.,.,.,.,.,.
36,075,NY,Oswego County,"19,469","16,933","22,005",16.7,14.5,18.9,"6,184","5,136","7,232",23.4,19.4,27.4,"3,943","3,207","4,679",20.2,16.4,24.0,"46,487","44,222","48,752",.,.,.,.,.,.
36,077,NY,Otsego County,"8,052","6,839","9,265",14.2,12.1,16.3,"1,942","1,499","2,385",18.3,14.1,22.5,"1,283",984,"1,582",16.2,12.4,20.0,"47,318","44,897","49,739",.,.,.,.,.,.
36,079,NY,Putnam County,"6,150","5,066","7,234",6.3,5.2,7.4,"1,406","1,100","1,712",6.4,5.0,7.8,931,721,"1,141",5.4,4.2,6.6,"92,950","87,980","97,920",.,.,.,.,.,.
36,081,NY,Queens County,"365,573","343,118","388,028",16.3,15.3,17.3,"108,149","98,666","117,632",23.5,21.4,25.6,"75,225","68,576","81,874",23.3,21.2,25.4,"54,373","53,506","55,240",.,.,.,.,.,.
36,083,NY,Rensselaer County,"17,897","15,312","20,482",11.6,9.9,13.3,"5,444","4,419","6,469",16.7,13.6,19.8,"3,640","2,911","4,369",15.2,12.1,18.3,"59,237","56,932","61,542",.,.,.,.,.,.
36,085,NY,Richmond County,"56,204","49,422","62,986",12.1,10.6,13.6,"17,352","14,378","20,326",16.4,13.6,19.2,"12,187","10,107","14,267",15.6,12.9,18.3,"70,295","68,376","72,214",.,.,.,.,.,.
36,087,NY,Rockland County,"47,759","43,386","52,132",15.3,13.9,16.7,"22,692","20,415","24,969",26.1,23.5,28.7,"15,223","13,563","16,883",24.1,21.5,26.7,"81,517","78,675","84,359",.,.,.,.,.,.
36,089,NY,St. Lawrence County,"19,882","17,030","22,734",19.7,16.9,22.5,"6,133","5,162","7,104",27.0,22.7,31.3,"4,010","3,289","4,731",24.2,19.8,28.6,"41,640","39,141","44,139",.,.,.,.,.,.
36,091,NY,Saratoga County,"14,514","12,091","16,937",6.6,5.5,7.7,"4,262","3,397","5,127",8.9,7.1,10.7,"3,016","2,411","3,621",8.4,6.7,10.1,"66,677","64,014","69,340",.,.,.,.,.,.
36,093,NY,Schenectady County,"18,733","15,713","21,753",12.4,10.4,14.4,"6,817","5,582","8,052",20.1,16.5,23.7,"4,504","3,598","5,410",18.1,14.5,21.7,"54,654","51,219","58,089",.,.,.,.,.,.
36,095,NY,Schoharie County,"4,444","3,696","5,192",14.4,12.0,16.8,"1,197",966,"1,428",19.6,15.8,23.4,804,642,966,17.6,14.0,21.2,"47,581","43,659","51,503",.,.,.,.,.,.
36,097,NY,Schuyler County,"2,427","1,929","2,925",13.4,10.6,16.2,820,635,"1,005",22.6,17.5,27.7,558,427,689,20.3,15.5,25.1,"46,983","43,269","50,697",.,.,.,.,.,.
36,099,NY,Seneca County,"4,197","3,466","4,928",12.9,10.7,15.1,"1,329","1,024","1,634",19.0,14.6,23.4,930,713,"1,147",18.3,14.0,22.6,"47,297","43,483","51,111",.,.,.,.,.,.
36,101,NY,Steuben County,"15,243","13,350","17,136",15.6,13.7,17.5,"5,210","4,376","6,044",23.7,19.9,27.5,"3,479","2,838","4,120",21.5,17.5,25.5,"46,110","43,766","48,454",.,.,.,.,.,.
36,103,NY,Suffolk County,"108,247","94,430","122,064",7.4,6.5,8.3,"33,070","27,278","38,862",9.7,8.0,11.4,"22,172","18,073","26,271",8.6,7.0,10.2,"85,717","84,141","87,293",.,.,.,.,.,.
36,105,NY,Sullivan County,"13,580","11,690","15,470",18.2,15.7,20.7,"4,387","3,631","5,143",26.7,22.1,31.3,"3,000","2,425","3,575",25.1,20.3,29.9,"46,102","43,283","48,921",.,.,.,.,.,.
36,107,NY,Tioga County,"5,091","4,066","6,116",10.2,8.1,12.3,"1,857","1,441","2,273",16.6,12.9,20.3,"1,275",985,"1,565",15.1,11.7,18.5,"56,891","53,999","59,783",.,.,.,.,.,.
36,109,NY,Tompkins County,"15,902","13,912","17,892",17.7,15.5,19.9,"2,381","1,854","2,908",15.3,11.9,18.7,"1,549","1,182","1,916",13.9,10.6,17.2,"49,159","46,180","52,138",.,.,.,.,.,.
36,111,NY,Ulster County,"23,621","20,595","26,647",13.6,11.9,15.3,"5,652","4,536","6,768",16.6,13.3,19.9,"3,758","2,939","4,577",14.7,11.5,17.9,"56,832","54,904","58,760",.,.,.,.,.,.
36,113,NY,Warren County,"7,512","6,274","8,750",11.6,9.7,13.5,"2,279","1,820","2,738",18.0,14.4,21.6,"1,551","1,215","1,887",16.5,12.9,20.1,"52,692","50,201","55,183",.,.,.,.,.,.
36,115,NY,Washington County,"7,942","6,487","9,397",13.3,10.9,15.7,"2,608","2,102","3,114",20.9,16.8,25.0,"1,833","1,472","2,194",19.8,15.9,23.7,"49,964","47,163","52,765",.,.,.,.,.,.
36,117,NY,Wayne County,"11,015","9,358","12,672",12.0,10.2,13.8,"3,561","2,867","4,255",17.1,13.8,20.4,"2,308","1,815","2,801",14.9,11.7,18.1,"48,991","46,265","51,717",.,.,.,.,.,.
36,119,NY,Westchester County,"95,453","86,712","104,194",10.2,9.3,11.1,"28,658","24,961","32,355",12.9,11.2,14.6,"18,965","16,216","21,714",11.4,9.7,13.1,"77,166","74,933","79,399",.,.,.,.,.,.
36,121,NY,Wyoming County,"4,279","3,460","5,098",11.3,9.1,13.5,"1,251",974,"1,528",15.4,12.0,18.8,878,685,"1,071",14.5,11.3,17.7,"48,470","45,329","51,611",.,.,.,.,.,.
36,123,NY,Yates County,"3,878","3,146","4,610",16.1,13.1,19.1,"1,519","1,217","1,821",26.1,20.9,31.3,"1,031",821,"1,241",24.7,19.7,29.7,"43,789","40,546","47,032",.,.,.,.,.,.
37,000,NC,North Carolina,"1,706,255","1,681,208","1,731,302",18.0,17.7,18.3,"581,594","569,022","594,166",25.8,25.2,26.4,"392,122","380,636","403,608",23.9,23.2,24.6,"45,195","44,809","45,581","181,415","176,187","186,643",29.8,28.9,30.7
37,001,NC,Alamance County,"29,249","26,493","32,005",19.5,17.7,21.3,"10,237","9,077","11,397",29.2,25.9,32.5,"6,893","6,012","7,774",26.7,23.3,30.1,"41,394","38,638","44,150",.,.,.,.,.,.
37,003,NC,Alexander County,"6,108","5,107","7,109",17.1,14.3,19.9,"1,976","1,614","2,338",25.0,20.4,29.6,"1,341","1,083","1,599",22.6,18.3,26.9,"39,655","36,344","42,966",.,.,.,.,.,.
37,005,NC,Alleghany County,"2,263","1,814","2,712",21.0,16.8,25.2,726,576,876,34.7,27.6,41.8,510,404,616,32.3,25.6,39.0,"34,046","31,133","36,959",.,.,.,.,.,.
37,007,NC,Anson County,"6,388","5,234","7,542",26.8,22.0,31.6,"1,997","1,605","2,389",36.6,29.4,43.8,"1,337","1,051","1,623",32.7,25.7,39.7,"32,339","29,468","35,210",.,.,.,.,.,.
37,009,NC,Ashe County,"5,422","4,499","6,345",20.2,16.8,23.6,"1,547","1,244","1,850",31.0,24.9,37.1,"1,106",891,"1,321",30.3,24.4,36.2,"34,080","31,085","37,075",.,.,.,.,.,.
37,011,NC,Avery County,"3,457","2,791","4,123",22.7,18.3,27.1,905,714,"1,096",32.4,25.6,39.2,607,472,742,28.9,22.5,35.3,"34,727","31,549","37,905",.,.,.,.,.,.
37,013,NC,Beaufort County,"8,954","7,377","10,531",19.0,15.6,22.4,"3,067","2,423","3,711",30.3,23.9,36.7,"2,109","1,645","2,573",28.2,22.0,34.4,"38,256","35,568","40,944",.,.,.,.,.,.
37,015,NC,Bertie County,"5,218","4,226","6,210",27.0,21.9,32.1,"1,525","1,213","1,837",37.8,30.1,45.5,"1,045",823,"1,267",34.7,27.3,42.1,"30,414","27,550","33,278",.,.,.,.,.,.
37,017,NC,Bladen County,"8,760","7,386","10,134",25.5,21.5,29.5,"2,695","2,214","3,176",35.0,28.7,41.3,"1,830","1,478","2,182",31.4,25.4,37.4,"32,766","29,711","35,821",.,.,.,.,.,.
